n,K1,K2,K3,K4,a1,a2,b1,b2,c1,c2
9.000000000000000000e+00,6.000000000000000000e+00,1.900000000000000000e+01,2.000000000000000000e+01,9.600000000000000000e+01,6.705234375000000568e+01,8.600000000000000000e+01,5.900000000000000000e+01,9.100000000000000000e+01,4.406718750000000284e+01,5.000000000000000000e+01
2.000000000000000000e+01,1.800000000000000000e+01,2.400000000000000000e+01,1.300000000000000000e+01,4.100000000000000000e+01,2.000000000000000000e+01,4.100000000000000000e+01,1.000000000000000000e+00,5.700000000000000000e+01,8.200000000000000000e+01,1.856250000000000355e+01
6.800000000000000000e+01,7.000000000000000000e+00,8.400000000000000000e+01,5.100000000000000000e+01,8.600000000000000000e+01,2.500000000000000000e+01,4.300000000000000000e+01,9.000000000000000000e+01,5.300000000000000000e+01,5.700000000000000000e+01,1.677656249999999716e+01
7.200000000000000000e+01,4.600000000000000000e+01,3.900000000000000000e+01,3.600000000000000000e+01,3.200000000000000000e+01,1.300000000000000000e+01,5.500000000000000000e+01,5.900000000000000000e+01,2.600000000000000000e+01,1.610000000000000142e+01,2.816015625000000000e+01
8.100000000000000000e+01,9.600000000000000000e+01,5.500000000000000000e+01,3.000000000000000000e+00,3.800000000000000000e+01,5.200000000000000000e+01,7.000000000000000000e+00,2.200000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+00,4.759126510620117045e+01
5.000000000000000000e+00,6.400000000000000000e+01,4.400000000000000000e+01,8.100000000000000000e+01,3.100000000000000000e+01,3.500000000000000000e+01,8.200000000000000000e+01,5.300000000000000000e+01,1.600000000000000000e+01,5.131875000000000142e+01,5.636250000000000426e+01
9.000000000000000000e+01,6.000000000000000000e+01,4.700000000000000000e+01,4.200000000000000000e+01,2.900000000000000000e+01,3.900000000000000000e+01,2.500000000000000000e+01,9.100000000000000000e+01,3.500000000000000000e+01,2.904871826171875426e+01,1.518750000000000000e+01
5.600000000000000000e+01,9.700000000000000000e+01,9.500000000000000000e+01,2.500000000000000000e+01,6.000000000000000000e+00,3.200000000000000000e+01,1.400000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+01,1.948178405761718679e+01,4.659451293945312500e+01
1.100000000000000000e+01,4.600000000000000000e+01,8.200000000000000000e+01,9.900000000000000000e+01,2.900000000000000000e+01,8.900000000000000000e+01,8.500000000000000000e+01,5.300000000000000000e+01,1.200000000000000000e+01,2.700000000000000000e+01,8.800000000000000000e+01
5.300000000000000000e+01,7.700000000000000000e+01,6.500000000000000000e+01,3.900000000000000000e+01,2.500000000000000000e+01,3.300000000000000000e+01,4.100000000000000000e+01,7.600000000000000000e+01,3.400000000000000000e+01,4.100000000000000000e+01,4.802812499999999574e+01
6.700000000000000000e+01,1.100000000000000000e+01,5.200000000000000000e+01,6.600000000000000000e+01,5.800000000000000000e+01,6.700000000000000000e+01,6.000000000000000000e+00,5.900000000000000000e+01,3.300000000000000000e+01,5.800000000000000000e+01,4.912500000000000000e+01
5.500000000000000000e+01,3.400000000000000000e+01,4.000000000000000000e+00,6.000000000000000000e+00,6.700000000000000000e+01,1.500000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01,1.100000000000000000e+01,1.000000000000000000e+00,4.305000000000000426e+01
3.400000000000000000e+01,3.200000000000000000e+01,8.000000000000000000e+00,9.700000000000000000e+01,5.600000000000000000e+01,3.700000000000000000e+01,8.100000000000000000e+01,1.600000000000000000e+01,4.300000000000000000e+01,1.365000000000000036e+01,6.100000000000000000e+01
2.900000000000000000e+01,7.500000000000000000e+01,3.600000000000000000e+01,5.600000000000000000e+01,3.200000000000000000e+01,2.100000000000000000e+01,9.600000000000000000e+01,5.600000000000000000e+01,1.000000000000000000e+00,5.900000000000000000e+01,6.440087890625000000e+01
8.900000000000000000e+01,5.600000000000000000e+01,6.700000000000000000e+01,3.400000000000000000e+01,1.200000000000000000e+01,6.600000000000000000e+01,2.600000000000000000e+01,7.100000000000000000e+01,6.800000000000000000e+01,5.129882812500000000e+01,3.758906250000000426e+01
4.000000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,7.900000000000000000e+01,3.200000000000000000e+01,4.000000000000000000e+00,4.000000000000000000e+01,3.500000000000000000e+01,3.500000000000000000e+01,4.400000000000000000e+01,8.200000000000000000e+01
2.000000000000000000e+01,5.800000000000000000e+01,2.500000000000000000e+01,6.400000000000000000e+01,8.500000000000000000e+01,9.200000000000000000e+01,8.900000000000000000e+01,1.700000000000000000e+01,7.800000000000000000e+01,2.500000000000000000e+01,8.610000000000000853e+01
5.300000000000000000e+01,2.200000000000000000e+01,2.200000000000000000e+01,9.100000000000000000e+01,2.200000000000000000e+01,1.700000000000000000e+01,1.800000000000000000e+01,3.700000000000000000e+01,2.400000000000000000e+01,2.415000000000000213e+01,6.700000000000000000e+01
2.000000000000000000e+01,7.700000000000000000e+01,4.600000000000000000e+01,2.000000000000000000e+01,4.500000000000000000e+01,5.600000000000000000e+01,9.000000000000000000e+01,5.600000000000000000e+01,7.000000000000000000e+00,6.823730468750000000e+01,4.700917968750000142e+01
7.700000000000000000e+01,1.800000000000000000e+01,5.000000000000000000e+00,1.300000000000000000e+01,4.700000000000000000e+01,1.400000000000000000e+01,1.100000000000000000e+01,9.700000000000000000e+01,5.200000000000000000e+01,7.700000000000000000e+01,9.026250000000001705e+01
3.400000000000000000e+01,7.200000000000000000e+01,9.300000000000000000e+01,5.300000000000000000e+01,4.900000000000000000e+01,3.500000000000000000e+01,8.000000000000000000e+00,7.300000000000000000e+01,8.400000000000000000e+01,6.540540695190429688e+01,6.300000000000000000e+01
2.000000000000000000e+01,5.100000000000000000e+01,6.900000000000000000e+01,1.600000000000000000e+01,4.300000000000000000e+01,2.300000000000000000e+01,5.800000000000000000e+01,8.400000000000000000e+01,6.200000000000000000e+01,8.871875000000000000e+01,2.212031249999999716e+01
1.100000000000000000e+01,9.000000000000000000e+01,4.100000000000000000e+01,2.500000000000000000e+01,6.000000000000000000e+00,6.300000000000000000e+01,3.100000000000000000e+01,7.500000000000000000e+01,3.071706390380859464e+00,9.850539550781250853e+01,2.900000000000000000e+01
5.000000000000000000e+01,1.400000000000000000e+01,7.300000000000000000e+01,9.000000000000000000e+00,2.700000000000000000e+01,9.200000000000000000e+01,8.000000000000000000e+01,2.000000000000000000e+00,3.200000000000000000e+01,2.600000000000000000e+01,7.584999999999999432e+01
8.500000000000000000e+01,9.300000000000000000e+01,8.200000000000000000e+01,3.600000000000000000e+01,5.400000000000000000e+01,1.700000000000000000e+01,6.200000000000000000e+01,2.200000000000000000e+01,2.400000000000000000e+01,4.050000000000000000e+01,4.500000000000000000e+01
3.400000000000000000e+01,6.300000000000000000e+01,7.000000000000000000e+00,2.000000000000000000e+01,2.500000000000000000e+01,4.400000000000000000e+01,6.000000000000000000e+00,5.100000000000000000e+01,1.900000000000000000e+01,7.277500000000000568e+01,4.304999999999999716e+01
2.900000000000000000e+01,3.800000000000000000e+01,9.900000000000000000e+01,1.400000000000000000e+01,6.500000000000000000e+01,6.100000000000000000e+01,2.900000000000000000e+01,3.100000000000000000e+01,1.100000000000000000e+01,7.786289062500000568e+01,8.614101562499999432e+01
1.470000000000000107e+01,3.100000000000000000e+01,8.900000000000000000e+01,3.000000000000000000e+01,8.000000000000000000e+01,6.700000000000000000e+01,3.600000000000000000e+01,3.200000000000000000e+01,3.100000000000000000e+01,6.400000000000000000e+01,6.100000000000000000e+01
7.700000000000000000e+01,7.000000000000000000e+00,1.000000000000000000e+01,9.300000000000000000e+01,6.000000000000000000e+01,6.400000000000000000e+01,5.400000000000000000e+01,9.000000000000000000e+00,6.200000000000000000e+01,3.942152099609374716e+01,7.391918334960936932e+01
1.900000000000000000e+01,9.700000000000000000e+01,2.500000000000000000e+01,4.400000000000000000e+01,5.100000000000000000e+01,6.200000000000000000e+01,9.000000000000000000e+01,7.600000000000000000e+01,8.100000000000000000e+01,8.609923095703123863e+01,9.000082397460937500e+01
9.500000000000000000e+01,4.600000000000000000e+01,8.400000000000000000e+01,5.000000000000000000e+00,7.300000000000000000e+01,8.900000000000000000e+01,8.500000000000000000e+01,4.600000000000000000e+01,1.300000000000000000e+01,7.800000000000000000e+01,8.104687500000001421e+01
9.600000000000000000e+01,8.000000000000000000e+00,8.500000000000000000e+01,5.900000000000000000e+01,7.200000000000000000e+01,6.300000000000000000e+01,6.600000000000000000e+01,6.100000000000000000e+01,3.000000000000000000e+01,3.966249999999999432e+01,2.815312500000000284e+01
4.500000000000000000e+01,1.600000000000000000e+01,6.300000000000000000e+01,7.200000000000000000e+01,2.100000000000000000e+01,5.500000000000000000e+01,6.000000000000000000e+00,7.700000000000000000e+01,3.300000000000000000e+01,9.700000000000000000e+01,6.821250000000000568e+01
3.700000000000000000e+01,4.300000000000000000e+01,3.200000000000000000e+01,1.600000000000000000e+01,4.800000000000000000e+01,8.200000000000000000e+01,6.900000000000000000e+01,6.300000000000000000e+01,1.000000000000000000e+00,9.700000000000000000e+01,3.700000000000000000e+01
6.100000000000000000e+01,3.000000000000000000e+01,2.700000000000000000e+01,1.200000000000000000e+01,2.400000000000000000e+01,3.500000000000000000e+01,4.600000000000000000e+01,7.700000000000000000e+01,6.000000000000000000e+00,7.000000000000000000e+01,4.927500000000000568e+01
7.100000000000000000e+01,8.100000000000000000e+01,8.400000000000000000e+01,7.200000000000000000e+01,8.100000000000000000e+01,5.100000000000000000e+01,8.300000000000000000e+01,8.600000000000000000e+01,0.000000000000000000e+00,6.200000000000000000e+01,1.989062500000000000e+01
9.900000000000000000e+01,1.200000000000000000e+01,9.100000000000000000e+01,3.500000000000000000e+01,4.700000000000000000e+01,9.200000000000000000e+01,2.200000000000000000e+01,6.700000000000000000e+01,6.600000000000000000e+01,1.244913024902343857e+01,7.391779098510741619e+01
2.500000000000000000e+01,5.500000000000000000e+01,3.700000000000000000e+01,9.600000000000000000e+01,1.500000000000000000e+01,4.000000000000000000e+01,9.400000000000000000e+01,7.600000000000000000e+01,7.200000000000000000e+01,8.900000000000000000e+01,8.917500000000001137e+01
2.100000000000000000e+01,9.200000000000000000e+01,1.000000000000000000e+01,1.300000000000000000e+01,3.300000000000000000e+01,6.500000000000000000e+01,8.900000000000000000e+01,6.300000000000000000e+01,8.800000000000000000e+01,1.400000000000000000e+01,9.604381103515623863e+01
8.300000000000000000e+01,9.000000000000000000e+01,3.800000000000000000e+01,9.600000000000000000e+01,2.200000000000000000e+01,9.400000000000000000e+01,8.800000000000000000e+01,5.000000000000000000e+00,8.100000000000000000e+01,2.936250000000000071e+01,1.027125000000000057e+02
4.500000000000000000e+01,4.500000000000000000e+01,3.200000000000000000e+01,3.000000000000000000e+01,8.000000000000000000e+00,5.700000000000000000e+01,6.400000000000000000e+01,2.600000000000000000e+01,5.700000000000000000e+01,7.100000000000000000e+01,9.856250000000000000e+01
8.031186992992755957e-01,2.115117717801257413e+01,1.619941682556422080e+01,3.908258603909604112e+00,7.927357835061360447e+01,5.716138926871080628e+01,4.698654653320375019e+01,1.086998055148584275e+00,1.185641648196988029e+01,2.074230812741393493e+01,6.868666420719542032e+00
2.100000000000000000e+01,5.800000000000000000e+01,1.100000000000000000e+01,9.900000000000000000e+01,9.800000000000000000e+01,7.900000000000000000e+01,4.200000000000000000e+01,9.900000000000000000e+01,8.400000000000000000e+01,8.610000000000000853e+01,6.600000000000000000e+01
6.400000000000000000e+01,8.500000000000000000e+01,1.500000000000000000e+01,9.700000000000000000e+01,5.600000000000000000e+01,2.900000000000000000e+01,8.000000000000000000e+01,1.400000000000000000e+01,4.700000000000000000e+01,6.970000000000000284e+01,3.120585937500000284e+01
2.200000000000000000e+01,7.000000000000000000e+00,7.100000000000000000e+01,2.900000000000000000e+01,5.300000000000000000e+01,2.400000000000000000e+01,1.000000000000000000e+01,2.200000000000000000e+01,6.800000000000000000e+01,1.800000000000000000e+01,7.979999999999999716e+01
5.200000000000000000e+01,5.000000000000000000e+01,4.200000000000000000e+01,8.000000000000000000e+01,7.000000000000000000e+00,8.000000000000000000e+00,8.400000000000000000e+01,8.300000000000000000e+01,2.000000000000000000e+00,7.245000000000000284e+01,8.800000000000000000e+01
7.700000000000000000e+01,2.800000000000000000e+01,2.400000000000000000e+01,3.100000000000000000e+01,9.300000000000000000e+01,8.000000000000000000e+00,2.000000000000000000e+01,8.800000000000000000e+01,7.100000000000000000e+01,7.792968750000000000e+01,1.800000000000000000e+01
8.100000000000000000e+01,8.400000000000000000e+01,3.900000000000000000e+01,5.000000000000000000e+01,3.600000000000000000e+01,6.200000000000000000e+01,5.400000000000000000e+01,6.600000000000000000e+01,9.100000000000000000e+01,6.639960937499999716e+01,7.725195312500001421e+01
3.000000000000000000e+01,5.000000000000000000e+01,2.400000000000000000e+01,3.300000000000000000e+01,2.800000000000000000e+01,3.200000000000000000e+01,1.800000000000000000e+01,9.600000000000000000e+01,4.500000000000000000e+01,8.909999999999999432e+01,7.277500000000000568e+01
9.700000000000000000e+01,2.800000000000000000e+01,6.000000000000000000e+01,3.400000000000000000e+01,3.100000000000000000e+01,4.000000000000000000e+00,2.800000000000000000e+01,5.000000000000000000e+01,2.600000000000000000e+01,5.700000000000000000e+01,9.605624999999999147e+01
5.500000000000000000e+01,4.100000000000000000e+01,1.000000000000000000e+01,4.000000000000000000e+01,2.700000000000000000e+01,4.400000000000000000e+01,8.200000000000000000e+01,3.800000000000000000e+01,7.300000000000000000e+01,8.700643844604491051e+01,6.662018966674804688e+01
4.700000000000000000e+01,7.600000000000000000e+01,9.300000000000000000e+01,5.300000000000000000e+01,7.000000000000000000e+01,1.100000000000000000e+01,9.300000000000000000e+01,7.000000000000000000e+01,7.300000000000000000e+01,1.332499999999999929e+01,2.972500000000000142e+01
7.600000000000000000e+01,2.900000000000000000e+01,3.800000000000000000e+01,3.100000000000000000e+01,6.600000000000000000e+01,3.200000000000000000e+01,3.200000000000000000e+01,4.600000000000000000e+01,4.200000000000000000e+01,9.407343749999999716e+01,2.300000000000000000e+01
4.000000000000000000e+01,2.700000000000000000e+01,5.500000000000000000e+01,7.000000000000000000e+00,8.300000000000000000e+01,2.400000000000000000e+01,1.200000000000000000e+01,9.200000000000000000e+01,6.500000000000000000e+01,9.257500000000000284e+01,6.700000000000000000e+01
8.600000000000000000e+01,7.600000000000000000e+01,5.200000000000000000e+01,9.700000000000000000e+01,7.300000000000000000e+01,4.500000000000000000e+01,5.200000000000000000e+01,9.200000000000000000e+01,9.400000000000000000e+01,9.123022842407226562e+01,5.124706268310546875e+01
7.100000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000000e+01,9.500000000000000000e+01,5.700000000000000000e+01,2.500000000000000000e+01,3.300000000000000000e+01,5.000000000000000000e+00,7.087500000000000000e+01,1.027125000000000057e+02
3.255000000000000426e+01,7.100000000000000000e+01,9.300000000000000000e+01,4.200000000000000000e+01,7.400000000000000000e+01,8.200000000000000000e+01,2.600000000000000000e+01,7.800000000000000000e+01,7.200000000000000000e+01,6.000000000000000000e+01,7.900000000000000000e+01
3.500000000000000000e+01,4.500000000000000000e+01,9.800000000000000000e+01,7.900000000000000000e+01,4.000000000000000000e+01,1.100000000000000000e+01,5.400000000000000000e+01,9.600000000000000000e+01,8.900000000000000000e+01,5.200000000000000000e+01,7.979999999999999716e+01
9.200000000000000000e+01,9.500000000000000000e+01,4.400000000000000000e+01,6.700000000000000000e+01,8.700000000000000000e+01,5.000000000000000000e+01,1.400000000000000000e+01,9.000000000000000000e+01,3.900000000000000000e+01,5.670000000000000284e+01,7.700000000000000000e+01
8.100000000000000000e+01,1.000000000000000000e+01,3.800000000000000000e+01,7.000000000000000000e+00,5.800000000000000000e+01,5.500000000000000000e+01,2.000000000000000000e+00,8.100000000000000000e+01,6.000000000000000000e+01,4.612500000000000000e+01,9.942500000000001137e+01
2.400000000000000000e+01,6.900000000000000000e+01,5.600000000000000000e+01,5.000000000000000000e+01,3.000000000000000000e+01,1.700000000000000000e+01,0.000000000000000000e+00,9.300000000000000000e+01,9.100000000000000000e+01,1.400000000000000000e+01,8.610000000000000853e+01
9.400000000000000000e+01,7.500000000000000000e+01,8.800000000000000000e+01,6.400000000000000000e+01,8.100000000000000000e+01,4.700000000000000000e+01,8.200000000000000000e+01,2.700000000000000000e+01,4.700000000000000000e+01,3.200000000000000000e+01,8.300000000000000000e+01
4.800000000000000000e+01,5.900000000000000000e+01,2.100000000000000000e+01,6.000000000000000000e+00,5.000000000000000000e+00,9.100000000000000000e+01,8.700000000000000000e+01,4.000000000000000000e+01,3.300000000000000000e+01,7.061718750000000000e+01,6.672656250000000000e+01
5.700000000000000000e+01,1.900000000000000000e+01,2.800000000000000000e+01,5.100000000000000000e+01,7.800000000000000000e+01,7.500000000000000000e+01,3.600000000000000000e+01,4.000000000000000000e+01,9.300000000000000000e+01,5.125000000000000000e+01,9.942500000000001137e+01
3.300000000000000000e+01,7.700000000000000000e+01,6.400000000000000000e+01,2.400000000000000000e+01,2.400000000000000000e+01,4.900000000000000000e+01,8.200000000000000000e+01,2.700000000000000000e+01,6.300000000000000000e+01,8.100000000000000000e+01,7.979999999999999716e+01
5.700000000000000000e+01,1.400000000000000000e+01,9.000000000000000000e+01,1.900000000000000000e+01,6.600000000000000000e+01,7.700000000000000000e+01,1.700000000000000000e+01,4.100000000000000000e+01,3.000000000000000000e+01,7.979999999999999716e+01,6.800000000000000000e+01
5.321002325837012048e-01,9.047429930496960537e+01,7.371220515419457797e+01,2.631371582979297941e+01,5.294981066143879644e+00,3.851065717740642924e+01,1.956387846200034630e+01,1.025773691179989129e+02,8.560044776218467177e+01,5.322685229429947640e+01,2.036278738041231406e+01
5.500000000000000000e+01,5.200000000000000000e+01,2.500000000000000000e+01,5.700000000000000000e+01,9.300000000000000000e+01,5.400000000000000000e+01,4.600000000000000000e+01,7.000000000000000000e+01,2.000000000000000000e+00,8.500000000000000000e+01,6.090000000000000568e+01
6.900000000000000000e+01,9.500000000000000000e+01,2.300000000000000000e+01,4.600000000000000000e+01,8.600000000000000000e+01,4.500000000000000000e+01,8.800000000000000000e+01,4.500000000000000000e+01,7.600000000000000000e+01,3.100000000000000000e+01,5.250000000000000000e+01
2.450756999333042074e+01,9.711995404752926220e+01,3.783280689881406644e+00,3.781779052155235377e+01,7.747311822470069842e+01,3.406962608446777097e+01,7.936273547449158627e+01,5.288296528923420681e+01,5.776945832479308507e+01,5.967509034470621998e+01,1.765574717987867951e-03
7.100000000000000000e+01,3.000000000000000000e+00,2.100000000000000000e+01,9.200000000000000000e+01,8.600000000000000000e+01,8.700000000000000000e+01,2.700000000000000000e+01,6.000000000000000000e+00,9.900000000000000000e+01,4.729375000000000284e+01,5.114375000000000426e+01
4.047056979153003553e+00,1.067557007678441892e+02,2.676655095328629130e+01,5.177975329687060224e+01,3.458279046327275807e+01,6.995970404281483468e+01,9.519385961836682952e+00,4.612883568120765609e+00,1.868131070916884795e+01,7.577617957542321392e+01,1.773820067212453656e-03
9.200000000000000000e+01,1.600000000000000000e+01,3.200000000000000000e+01,6.400000000000000000e+01,8.500000000000000000e+01,4.900000000000000000e+01,6.200000000000000000e+01,7.300000000000000000e+01,6.900000000000000000e+01,7.979999999999999716e+01,3.300000000000000000e+01
2.159953187545946207e+01,5.963548145203204598e+01,4.165297332356550442e+01,8.517409822061307523e+01,9.245605242373280408e-01,9.568383580401177824e+01,4.848568208335950658e+01,2.390123616668043383e+01,1.146761979296987377e+01,8.984641770377490388e+01,3.921499640009309928e+01
5.010991507129207179e+01,9.460494429402878325e+00,6.379927430595106586e+01,8.209162779421944833e+01,6.962279031189155809e+00,5.122929060447769700e+01,9.637702756124829762e+01,5.218383903748614472e+01,4.512541347247383783e+01,8.246015642063984785e+01,1.765984644907150642e-03
9.206941609491045142e+01,7.126720200031055441e+00,1.019713249801767807e+00,7.909902399004809581e+01,3.018459687757445664e+00,1.590646032268084298e+01,1.503293608041292018e+01,4.532818716671133075e+01,3.452147806901734128e+01,3.181945024110908093e+01,9.161752238689129513e+01
2.862963790825252630e+01,8.209506784686053038e+01,9.074245154428663795e+01,1.609767662891763962e+01,6.777274611656470427e+01,5.563402555258329940e+00,5.774662902495643380e+01,4.021835024170191986e+01,3.935923284523762788e+01,-3.377334134773536944e-01,1.029445568518767118e+02
5.935200919071284886e+01,6.320149917234888903e+01,1.151751041820922694e+01,8.962535585636560143e+01,4.557299945522956364e+01,1.420119077800892882e+01,2.703987221533506613e+01,9.543409306631307487e+00,1.146607696574551198e+02,8.901435853404208842e+01,1.766198982551715844e-03
1.011806164898600002e+02,9.379775790846048267e+01,1.154825777758809124e+01,2.451788124296497529e+01,9.932412469859593784e+01,6.202212460946577721e+01,8.302908198718458266e+01,2.427301574710471499e+01,6.663515592087674122e+01,4.927595223048220419e+01,1.766286023362157202e-03
1.026578299935406591e+01,1.097451518535209392e+00,7.610068056765987876e+01,5.014832334017833126e+00,2.440403360556489432e+01,5.614268598944281763e+01,2.948796002206427236e+00,7.762041240812115461e+01,4.335023582052782842e+01,9.246311193853321697e+01,5.793063245160186625e+01
8.273795320947377263e+01,7.769416037396317165e+01,1.026959055485751060e+00,5.469799438690510840e+01,5.907970420550975632e+01,2.462906490796372339e+01,6.056665782127643283e+00,6.374711530175685681e+01,9.885039195591507344e-01,2.988637499165636768e+01,6.090925676150220625e+01
6.670489256989795002e-02,2.444742500009544983e+01,5.693044209539359457e+01,6.271478474940653314e+01,2.827601843785377156e+01,3.353719500547402532e+01,3.782434624781919297e+01,1.412238584629804450e+01,7.257640390514356454e+01,9.171783533576113712e+01,3.124850197565435650e+01
5.971793121614259547e+01,3.669775629771523029e+01,1.061289857159564178e+02,3.446117028939841731e+01,2.841297998761573851e+00,8.824375302300126123e+01,6.820814326781140835e+01,3.018316313929354777e+01,8.529956406364759403e+01,8.716863855260331206e+01,1.766139406100056914e-03
7.176507014042365995e+01,7.903831723816836075e+01,4.730209005590549509e+01,3.399444595385585899e+01,4.734426662337465075e+01,4.071494601535314928e+01,3.510515355982255414e+01,4.943205082121697558e+01,8.054046239561102993e+01,6.602141300952263236e+01,1.766084780931723381e-03
7.591262442730010207e+01,5.132069485049692048e+01,1.631011391009572975e+01,9.343965046730841095e+01,8.467601842537941081e+01,7.103244996904008701e+01,2.438314228267175565e+01,1.198251165515611483e+01,2.587128269082276688e+01,1.100240753864439256e+02,1.766139406100056914e-03
6.488579435624114922e+01,1.344045202457585901e+02,6.364294349905699022e+01,4.399241504970731853e+01,5.859899720914890509e+01,4.536112997907062550e+01,7.370350314071114184e+00,2.415909098926262288e+01,3.835259156231438737e+01,9.443011641449524518e+01,1.766299887053682282e-03
1.657937789227568737e-01,1.127964822265991529e+02,7.217297567438575356e+01,7.139456501758252216e+01,8.122291550952232342e+01,2.152652070755080693e+00,6.389117920260079586e+01,6.171227975901942386e+01,6.939200022668347856e+01,8.702074010597630149e+01,2.815573088108174460e+01
2.778527358307023576e+01,4.641166425243798699e+01,9.697463578864540246e-01,2.035780158826640900e+02,3.299129647013896260e+01,2.813498518024694306e+01,2.891860614448191313e+00,5.969880395097004744e-01,1.675480499033398907e+00,5.936327672988355175e+00,1.344939856733717534e+02
